row.ID;study.ID;continent;taxon;taxon.specific;taxon.arthropod.order;taxon.mammal.group;taxon.forest.generalist;metric;metric.specific;disturbance;disturbance.specific;matrix;distance.p.d;time;effect.direction;p.mean;p.sd;p.n;d.mean;d.sd;d.n;hedges.g*
1345;72;AS;p;;;;;for;Mean % ground bare, scrub forest;oth;Disturbed forest sites (high pressure of biomass extraction);nat;NA;NA;d;51.98;10.juni;4;61.32;11.4391171;6;0.757836221
1346;72;AS;p;Cassia tora;;;;for;Mean area covered by Cassia tora (%), Anogeissus-dominated forest;oth;Disturbed forest sites (high pressure of biomass extraction);nat;NA;NA;p;feb.33;feb.58;4;mars.33;4.531556024;6;-0.230684186
1347;72;AS;p;Cassia tora;;;;for;Mean area covered by Cassia tora (%), scrub forest;oth;Disturbed forest sites (high pressure of biomass extraction);nat;NA;NA;p;15.86;19;4;juli.73;6.785086588;6;0.573150386
1348;72;AS;p;understorey species;;;f;for;Mean area covered by understorey (%), Anogeissus-dominated forest;oth;Disturbed forest sites (high pressure of biomass extraction);nat;NA;NA;p;42.73;25.86;4;24.55;21.11460158;6;0.713658621
1349;72;AS;p;understorey species;;;f;for;Mean area covered by understorey (%), Riparian forest;oth;Disturbed forest sites (high pressure of biomass extraction);nat;NA;NA;p;juli.22;7.133056848;5;nov.13;8.385254916;5;-0.453679677
1350;72;AS;p;understorey species;;;f;for;Mean area covered by understorey (%), scrub forest;oth;Disturbed forest sites (high pressure of biomass extraction);nat;NA;NA;p;32.38;32.58;4;26.74;8.254780433;6;0.242681226
1351;72;AS;p;trees;;;;for;Mean canopy cover (%), Anogeissus-dominated forest;oth;Disturbed forest sites (high pressure of biomass extraction);nat;NA;NA;p;89.62;mars.62;4;36.69;33.16609112;6;1.816842593
1352;72;AS;p;trees;;;;for;Mean canopy cover (%), Riparian forest;oth;Disturbed forest sites (high pressure of biomass extraction);nat;NA;NA;p;82.41;10.08466658;5;42.41;27.57071816;5;1.740430733
1353;72;AS;p;trees;;;;for;Mean canopy cover (%), scrub forest;oth;Disturbed forest sites (high pressure of biomass extraction);nat;NA;NA;p;50.83;sep.62;4;sep.92;8.107811049;6;4.24444807
1354;72;AS;p;grasses;;;;for;Mean ground area under grass (%), Anogeissus-dominated forest;oth;Disturbed forest sites (high pressure of biomass extraction);nat;NA;NA;p;12.feb;sep.36;4;22.feb;9.748969176;6;-0.9234484
1355;72;AS;p;grasses;;;;for;Mean ground area under grass (%), Riparian forest;oth;Disturbed forest sites (high pressure of biomass extraction);nat;NA;NA;p;05.jan;3.93547964;5;nov.87;4.718103433;5;-1.407505675
1356;72;AS;p;grasses;;;;for;Mean ground area under grass (%), scrub forest;oth;Disturbed forest sites (high pressure of biomass extraction);nat;NA;NA;p;32.3;04.feb;4;26.43;9.455030407;6;0.670709394
1357;72;AS;p;non-grassy herbs;;;;for;Mean ground area under non-grassy herbs (%), Anogeissus-dominated forest;oth;Disturbed forest sites (high pressure of biomass extraction);nat;NA;NA;p;19.69;mai.18;4;11.mai;6.932055972;6;1.168240578
1358;72;AS;p;non-grassy herbs;;;;for;Mean ground area under non-grassy herbs (%), Riparian forest;oth;Disturbed forest sites (high pressure of biomass extraction);nat;NA;NA;p;07.aug;3.331741286;5;juni.85;5.277120427;5;0.194441773
1359;72;AS;p;non-grassy herbs;;;;for;Mean ground area under non-grassy herbs (%), scrub forest;oth;Disturbed forest sites (high pressure of biomass extraction);nat;NA;NA;p;16.14;aug.66;4;des.28;4.629535614;6;0.541080195
1360;72;AS;p;trees;;;;for;Mean tree basal area (m^2), Anogeissus-dominated forest;oth;Disturbed forest sites (high pressure of biomass extraction);nat;NA;NA;p;feb.37;0.44;4;jan.19;0.783836718;6;1.577285791
1361;72;AS;p;trees;;;;for;Mean tree basal area (m^2), Riparian forest;oth;Disturbed forest sites (high pressure of biomass extraction);nat;NA;NA;p;21.apr;24.12717348;5;mai.29;4.337971876;5;0.820685725
1362;72;AS;p;trees;;;;for;Mean tree basal area (m^2), scrub forest;oth;Disturbed forest sites (high pressure of biomass extraction);nat;NA;NA;p;jan.73;0.42;4;0.76;0.514392846;6;1.820828848
1363;72;AS;p;trees;;;;for;Mean tree height (m), Anogeissus-dominated forest;oth;Disturbed forest sites (high pressure of biomass extraction);nat;NA;NA;p;des.53;02.feb;4;juni.53;2.792418307;6;2.095478562
1364;72;AS;p;trees;;;;for;Mean tree height (m), Riparian forest;oth;Disturbed forest sites (high pressure of biomass extraction);nat;NA;NA;p;des.74;0.849705831;5;10.mai;2.862167011;5;0.958347554
1365;72;AS;p;trees;;;;for;Mean tree height (m), scrub forest;oth;Disturbed forest sites (high pressure of biomass extraction);nat;NA;NA;p;07.sep;0.66;4;mai.23;1.053280589;6;2.605474811
1366;72;AS;p;trees;;;;for;Mean tree height diversity, Anogeissus-dominated forest;oth;Disturbed forest sites (high pressure of biomass extraction);nat;NA;NA;p;jan.45;0.28;4;01.juli;0.440908154;6;0.88355851
1367;72;AS;p;trees;;;;for;Mean tree height diversity, Riparian forest;oth;Disturbed forest sites (high pressure of biomass extraction);nat;NA;NA;p;jan.68;0.201246118;5;jan.65;0.111803399;5;0.166454161
1368;72;AS;p;trees;;;;for;Mean tree height diversity, scrub forest;oth;Disturbed forest sites (high pressure of biomass extraction);nat;NA;NA;p;01.feb;0.2;4;0.78;0.293938769;6;0.825245251
1369;72;AS;p;understorey species;;;f;for;Mean understorey height (cm), Anogeissus-dominated forest;oth;Disturbed forest sites (high pressure of biomass extraction);nat;NA;NA;p;138.67;14.66;4;127.33;21.23707607;6;0.537983963
1370;72;AS;p;understorey species;;;f;for;Mean understorey height (cm), Riparian forest;oth;Disturbed forest sites (high pressure of biomass extraction);nat;NA;NA;p;116.67;77.5021161;5;176;26.83281573;5;-0.924035364
1371;72;AS;p;understorey species;;;f;for;Mean understorey height (cm), scrub forest;oth;Disturbed forest sites (high pressure of biomass extraction);nat;NA;NA;p;123.33;8;4;126.67;8.156800843;6;-0.372516851
1372;72;AS;p;trees;;;;ric;Mean number of tree species, Anogeissus-dominated forest;oth;Disturbed forest sites (high pressure of biomass extraction);nat;NA;NA;p;02.feb;jan.36;4;03.mars;1.053280589;6;-0.981684628
1373;72;AS;p;trees;;;;ric;Mean number of tree species, Riparian forest;oth;Disturbed forest sites (high pressure of biomass extraction);nat;NA;NA;p;07.juni;1.587608264;5;apr.41;1.475804865;5;1.879846564
1374;72;AS;p;trees;;;;ric;Mean number of tree species, scrub forest;oth;Disturbed forest sites (high pressure of biomass extraction);nat;NA;NA;p;04.mai;01.mars;4;04.mai;1.469693846;6;0
1375;72;AS;p;understorey species;;;f;ric;Mean number of understorey species, Anogeissus-dominated forest;oth;Disturbed forest sites (high pressure of biomass extraction);nat;NA;NA;p;mai.24;1;4;apr.71;3.502770332;6;0.168792462
1376;72;AS;p;understorey species;;;f;ric;Mean number of understorey species, Riparian forest;oth;Disturbed forest sites (high pressure of biomass extraction);nat;NA;NA;p;jan.77;1.341640786;5;02.apr;1.498165545;5;-0.400146908
1377;72;AS;p;understorey species;;;f;ric;Mean number of understorey species, scrub forest;oth;Disturbed forest sites (high pressure of biomass extraction);nat;NA;NA;p;04.feb;jan.34;4;05.feb;1.861612205;6;-0.536027255
1378;73;CA;p;herbs and shrubs;;;;com;Mean number of dispersal trait states per plot;pas;Deforested sites (grazed cattle pastures, ungrazed road verges, riverbanks in grazed pastures);pas;25;NA;p;juli.36;0.623538291;3;sep.19;0.53693575;3;-2.516110254
1379;73;CA;p;herbs and shrubs;;;;com;Mean number of fruit size trait states per plot;pas;Deforested sites (grazed cattle pastures, ungrazed road verges, riverbanks in grazed pastures);pas;25;NA;p;apr.68;0.36373067;3;apr.13;0.259807621;3;1.392098393
1380;73;CA;p;herbs and shrubs;;;;com;Mean number of fruit type trait states pre plot;pas;Deforested sites (grazed cattle pastures, ungrazed road verges, riverbanks in grazed pastures);pas;25;NA;p;05.juli;0.658179307;3;08.aug;0.519615242;3;-3.211016305
1381;73;CA;p;herbs and shrubs;;;;com;Mean number of growth form trait states per plot;pas;Deforested sites (grazed cattle pastures, ungrazed road verges, riverbanks in grazed pastures);pas;25;NA;p;apr.66;0.190525589;3;mars.97;0.277128129;3;2.321254578
1382;73;CA;p;herbs and shrubs;;;;com;Mean number of seed size trait states per plot;pas;Deforested sites (grazed cattle pastures, ungrazed road verges, riverbanks in grazed pastures);pas;25;NA;p;03.sep;0.329089653;3;mars.28;0.242487113;3;1.715965096
1383;73;CA;p;herbs and shrubs;;;;com;Mean proportion of bat pollination trait states per plot;pas;Deforested sites (grazed cattle pastures, ungrazed road verges, riverbanks in grazed pastures);pas;25;NA;p;0.005766667;0.005437217;3;0.0022;0.003810512;3;0.607757532
1384;73;CA;p;herbs and shrubs;;;;com;Mean proportion of bee pollination trait states per plot;pas;Deforested sites (grazed cattle pastures, ungrazed road verges, riverbanks in grazed pastures);pas;25;NA;p;0.546666667;0.085049005;3;0.396666667;0.005773503;3;1.99080456
1385;73;CA;p;herbs and shrubs;;;;com;Mean proportion of bird dispersal trait states per plot;pas;Deforested sites (grazed cattle pastures, ungrazed road verges, riverbanks in grazed pastures);pas;25;NA;p;0.716666667;0.146401275;3;0.406666667;0.064291005;3;2.193459521
1386;73;CA;p;herbs and shrubs;;;;com;Mean proportion of bird pollination trait states per plot;pas;Deforested sites (grazed cattle pastures, ungrazed road verges, riverbanks in grazed pastures);pas;25;NA;p;0.064333333;0.004725816;3;0.029333333;0.007505553;3;4.464549742
1387;73;CA;p;herbs and shrubs;;;;com;Mean proportion of fur dispersal traits per plot;pas;Deforested sites (grazed cattle pastures, ungrazed road verges, riverbanks in grazed pastures);pas;25;NA;p;0.026666667;0.027592269;3;0.17;0.043588989;3;-3.14342102
1388;73;CA;p;herbs and shrubs;;;;com;Mean proportion of monkey dispersal trait states per plot;pas;Deforested sites (grazed cattle pastures, ungrazed road verges, riverbanks in grazed pastures);pas;25;NA;p;0.085333333;0.016010413;3;0.029666667;0.009291573;3;3.402234738
1389;73;CA;p;herbs and shrubs;;;;dem;Mean number of pollination trait states per plot;pas;Deforested sites (grazed cattle pastures, ungrazed road verges, riverbanks in grazed pastures);pas;25;NA;p;aug.38;0.831384388;3;aug.69;0.502294734;3;-0.361073592
1390;74;AF;p;8 commonly harvested tree species;;;;abu;Mean stem density;oth;Disturbed forest sites (areas where local communities extract NTFPs);nat;2;NA;p;18.75;3.176476035;4;61.25;21.73008667;4;-2.379871235
1391;75;AS;p;trees;;;;abu;Mean stem density (no./ha);sec;Secondary forest (late secondary, mostly disturbed, closed canopy);nat;NA;NA;p;828;168;9;628;220.4540769;24;0.937245303
1392;75;AS;p;bamboo;;;;for;Mean bamboo cover (%);sec;Secondary forest (late secondary, mostly disturbed, closed canopy);nat;NA;NA;p;08.mars;06.sep;9;10.aug;21.55550974;24;-0.12908336
1393;75;AS;p;trees;;;;for;Mean canopy height (m);sec;Secondary forest (late secondary, mostly disturbed, closed canopy);nat;NA;NA;p;27.aug;08.jan;9;23.jan;3.42928564;24;0.90525924
1394;75;AS;p;medicinal species;;;;ric;Mean number of important medicinal species;sec;Secondary forest (late secondary, mostly disturbed, closed canopy);nat;NA;NA;p;03.apr;01.aug;9;05.juni;4.409081537;24;-0.549453228
1395;75;AS;p;trees;;;;ric;Mean number of species per transect;sec;Secondary forest (late secondary, mostly disturbed, closed canopy);nat;NA;NA;p;20.juni;05.apr;9;20.juli;5.878775383;24;-0.016940516
1396;75;AS;p;medicinal species;;;;ric;Mean total number of medicinal species;sec;Secondary forest (late secondary, mostly disturbed, closed canopy);nat;NA;NA;p;08.jan;3;9;11.mars;6.368673331;24;-0.548339913
1397;76;CA;a;moths;l;;;ric;Mean species richness;agr;Mixed farms (1-3 ha, containing small plots of pasture, coffee, sugar cane, yucca, vegetable gardens, and abandoned or fallow areas), near (<1 km) Las Cruces forest reserve;pas;01.mai;0;p;151.69;31.57938885;2;111.97;39.82425392;2;0.631545631
1398;76;CA;a;moths;l;;;ric;Mean species richness;agr;Mixed farms (1-3 ha, containing small plots of pasture, coffee, sugar cane, yucca, vegetable gardens, and abandoned or fallow areas), far (>3.5 km) from Las Cruces forest reserve;pas;7;0;p;151.69;31.57938885;2;63.25;22.47185351;2;1.84397799
1399;76;CA;a;moths;l;;;ric;Mean species richness;pas;Cattle pastures (10-30 ha, containing scattered native shade trees), near (<1 km) Las Cruces forest reserve;pas;03.mars;0;p;151.69;31.57938885;2;133.62;7.962022356;2;0.448382574
1400;76;CA;a;moths;l;;;ric;Mean species richness;pas;Cattle pastures (10-30 ha, containing scattered native shade trees), far (>3.5 km) from Las Cruces forest reserve;pas;07.mai;0;p;151.69;31.57938885;2;35.61;3.676955262;2;2.950573932
1401;76;CA;a;moths;l;;;ric;Mean species richness;pla;Coffeee plantations (grown in full sun, 1-30 ha), near (<1 km) Las Cruces forest reserve;pas;01.mars;0;p;151.69;31.57938885;2;103.95;15.65534414;2;1.094555534
1402;76;CA;a;moths;l;;;ric;Mean species richness;pla;Coffeee plantations (grown in full sun, 1-30 ha), far (>3.5 km) from Las Cruces forest reserve;pas;5;0;p;151.69;31.57938885;2;30.49;5.119453096;2;3.061559694
1403;77;SA;p;;;;;for;Mean percent of total abundance represented by introduced species;abn;Fallow plots;nat;NA;1;d;mars.26;2.03646753;8;70.39;18.91399482;12;4.332392432
1404;77;SA;p;;;;;for;Mean percent of total abundance represented by introduced species;abn;Fallow plots;nat;NA;2;d;mars.26;2.03646753;8;56.96;10.2483706;11;6.43766723
1405;77;SA;p;;;;;for;Mean percent of total abundance represented by introduced species;abn;Fallow plots;nat;NA;3;d;mars.26;2.03646753;8;49.17;12.60932988;12;4.424161445
1406;77;SA;p;;;;;for;Mean percent of total abundance represented by introduced species;abn;Fallow plots;nat;NA;4;d;mars.26;2.03646753;8;34.29;7.745966692;15;4.649281402
1407;77;SA;p;;;;;for;Mean percent of total abundance represented by introduced species;abn;Fallow plots;nat;NA;5;d;mars.26;2.03646753;8;26.mai;sep.44;16;2.847897624
1408;77;SA;p;;;;;for;Mean percent of total abundance represented by introduced species;abn;Fallow plots;nat;NA;6;d;mars.26;2.03646753;8;25.98;12.07251424;11;2.320905666
1409;77;SA;p;;;;;for;Mean percent of total abundance represented by introduced species;abn;Fallow plots;nat;NA;7;d;mars.26;2.03646753;8;23.46;6.356178097;10;3.883516217
1410;77;SA;p;;;;;for;Mean percent of total abundance represented by introduced species;abn;Fallow plots;nat;NA;8;d;mars.26;2.03646753;8;24.76;des.54;9;2.203045884
1411;77;SA;p;;;;;for;Mean percent of total abundance represented by introduced species;abn;Fallow plots;nat;NA;9;d;mars.26;2.03646753;8;18.79;12.5144037;7;1.693250809
1412;77;SA;p;;;;;for;Mean percent of total abundance represented by introduced species;abn;Fallow plots;nat;NA;10;d;mars.26;2.03646753;8;14.45;12.20893116;5;1.380660208
1413;77;SA;p;;;;;for;Mean percent of total abundance represented by introduced species;abn;Fallow plots;nat;NA;11;d;mars.26;2.03646753;8;10.des;feb.54;4;2.878761853
1414;77;SA;p;;;;;for;Mean percent of total abundance represented by introduced species;abn;Fallow plots;nat;NA;12;d;mars.26;2.03646753;8;mai.42;3.15233247;3;0.847190732
1415;77;SA;p;;;;;ric;Mean species richness;abn;Fallow plots;nat;NA;1;p;35.14;27.1529004;8;09.juni;4.295486003;12;1.416988853
1416;77;SA;p;;;;;ric;Mean species richness;abn;Fallow plots;nat;NA;2;p;35.14;27.1529004;8;des.96;4.543775963;11;1.192362816
1417;77;SA;p;;;;;ric;Mean species richness;abn;Fallow plots;nat;NA;3;p;35.14;27.1529004;8;15.58;5.161511407;12;1.076211367
1418;77;SA;p;;;;;ric;Mean species richness;abn;Fallow plots;nat;NA;4;p;35.14;27.1529004;8;21.juni;6.738991022;15;0.816830013
1419;77;SA;p;;;;;ric;Mean species richness;abn;Fallow plots;nat;NA;5;p;35.14;27.1529004;8;18.19;5;16;1.031679034
1420;77;SA;p;;;;;ric;Mean species richness;abn;Fallow plots;nat;NA;6;p;35.14;27.1529004;8;17.juli;4.145780988;11;0.97456029
1421;77;SA;p;;;;;ric;Mean species richness;abn;Fallow plots;nat;NA;7;p;35.14;27.1529004;8;17.57;5.913459225;10;0.904530851
1422;77;SA;p;;;;;ric;Mean species richness;abn;Fallow plots;nat;NA;8;p;35.14;27.1529004;8;19.81;04.mai;9;0.772408774
1423;77;SA;p;;;;;ric;Mean species richness;abn;Fallow plots;nat;NA;9;p;35.14;27.1529004;8;18.44;3.968626967;7;0.781724712
1424;77;SA;p;;;;;ric;Mean species richness;abn;Fallow plots;nat;NA;10;p;35.14;27.1529004;8;17.57;3.890758281;5;0.750173122
1425;77;SA;p;;;;;ric;Mean species richness;abn;Fallow plots;nat;NA;11;p;35.14;27.1529004;8;17.57;mai.48;4;0.707760838
1426;77;SA;p;;;;;ric;Mean species richness;abn;Fallow plots;nat;NA;12;p;35.14;27.1529004;8;18.44;4.537973116;3;0.63507991
1427;78;SA;a;dung beetles;c;;;abu;Mean biomass, Caxiuana;sec;Secondary growth (edges of primary forest, old plantations, previously cleared areas);pla;NA;NA;p;05.juli;4.58993464;3;feb.49;2.875204341;3;0.538935543
1428;78;SA;a;dung beetles;c;;;abu;Mean biomass, Rondonia;cct;Clear-cut forest;nat;NA;NA;p;36.55;7.205331359;3;0.58;1.905255888;3;5.460292405
1429;78;SA;a;dung beetles;c;;;abu;Mean biomass, Rondonia;sec;Secondary growth (edges of primary forest, old plantations, previously cleared areas);nat;NA;NA;p;36.55;7.205331359;3;19.78;5.369357503;3;2.111423677
1430;78;SA;a;dung beetles;c;;;abu;Mean biomass, Ducke;cct;Clear-cut forest;nat;NA;NA;p;sep.85;2.961806881;3;0.41;0.190525589;3;3.5985168
1431;78;SA;a;dung beetles;c;;;abu;Mean biomass, Ducke;sec;Secondary growth (edges of primary forest, old plantations, previously cleared areas);nat;NA;NA;p;sep.85;2.961806881;3;07.mars;1.991858429;3;0.893866761
1432;79;SA;b;;;;;abu;Mean capture rate (captures per 50 net-h), 1999 dry season;sec;Secondary forest;nat;NA;NA;p;20.67;aug.51;6;40.11;aug.51;7;-2.124996584
1433;79;SA;b;;;;;abu;Mean capture rate (captures per 50 net-h), 1999 wet season;sec;Secondary forest;nat;NA;NA;p;20.15;apr.17;6;26.sep;apr.17;7;-1.505772126
1434;79;SA;b;;;;;abu;Mean capture rate (captures per 50 net-h), 2000 dry season;sec;Secondary forest;nat;NA;NA;p;19.41;jan.34;6;21.apr;01.mai;7;-1.294977198
1435;79;SA;b;;;;;abu;Mean capture rate (captures per 50 net-h), 2000 wet season;sec;Secondary forest;nat;NA;NA;p;17.juli;02.mars;6;16.32;02.apr;7;0.322689471
1436;79;SA;b;;;;;ric;Mean estimated species richness (3 estimators);sec;Secondary forest;nat;NA;NA;p;63.33333333;1.527525232;6;85.66666667;4.725815626;7;-5.709016988
1437;79;SA;b;;;;;ric;Mean number of species captured per day;sec;Secondary forest;nat;NA;NA;p;11.juni;03.apr;6;15;04.juli;7;-0.760329363
1438;79;SA;a;spiders;;;;abu;Mean count per quadrant, dry season;sec;Secondary forest;nat;NA;NA;p;6;0.6;5;04.juli;4;5;0.410547147
1439;79;SA;a;ants;h;;;abu;Mean count per quadrant, dry season;sec;Secondary forest;nat;NA;NA;p;6;10;5;01.juni;6;5;0.481941758
1440;79;SA;a;beetles;c;;;abu;Mean count per quadrant, dry season;sec;Secondary forest;nat;NA;NA;p;0.6;0.8;5;0.2;0.5;5;0.541597091
1441;79;SA;a;hoppers ;;;;abu;Mean count per quadrant, dry season;sec;Secondary forest;nat;NA;NA;p;0.5;0.7;5;0.3;0.6;5;0.277097028
1442;79;SA;a;;;;;abu;Mean count per quadrant, dry season;sec;Secondary forest;nat;NA;NA;p;18.jan;18;5;07.mai;08.aug;5;0.675782403
1443;79;SA;a;spiders;;;;abu;Mean count per quadrant, wet season;sec;Secondary forest;nat;NA;NA;p;11;01.mars;5;07.juni;4;5;1.032586246
1444;79;SA;a;ants;h;;;abu;Mean count per quadrant, wet season;sec;Secondary forest;nat;NA;NA;p;12;18;5;08.juli;11;5;0.199822906
1445;79;SA;a;beetles;c;;;abu;Mean count per quadrant, wet season;sec;Secondary forest;nat;NA;NA;p;05.mai;6;5;05.jan;4;5;0.070854862
1446;79;SA;a;hoppers ;;;;abu;Mean count per quadrant, wet season;sec;Secondary forest;nat;NA;NA;p;0.5;0.8;5;0.05;0.2;5;0.697058765
